"Código","Município","UF","Nível de Aprendizagem (Português | 5º ano | 2015)","Faixa de Aprendizagem (Português | 5º ano | 2015)","Nível de Desigualdade por Raça (Português | 5º ano | 2015)","Faixa de Desigualdade por Raça (Português | 5º ano | 2015)","Nível de Aprendizagem (Matemática | 5º ano | 2015)","Faixa de Aprendizagem (Matemática | 5º ano | 2015)","Nível de Desigualdade por Raça (Matemática | 5º ano | 2015)","Faixa de Desigualdade por Raça (Matemática | 5º ano | 2015)"
"2411700","São Bento do Trairí","RN","-1.7127294733204","Baixa","-0.00148134364123464","Equidade","-1.90676314671927","Baixa","0.00200064589231926","Situações atípicas"
"2411809","São Fernando","RN","-0.975192177349071","Média","-0.752913372468637","Desigualdade alta","-1.27773933262342","Médio-baixa","0.00000594692573881978","Equidade"
"2411908","São Francisco do Oeste","RN","-0.824542155050541","Média","-0.00221331795864689","Desigualdade","-1.24307949930189","Médio-baixa","-0.471054247742088","Desigualdade"
"2412005","São Gonçalo do Amarante","RN","-1.16881369084173","Médio-baixa","-0.0708683299021008","Desigualdade","-1.64235717038055","Baixa","-0.117652143180257","Desigualdade"
"2412104","São João do Sabugi","RN","-0.453319565156697","Médio-alta","-0.681561673031874","Desigualdade alta","-0.586358600770691","Médio-alta","-0.00169914709563566","Desigualdade"
"2412203","São José de Mipibu","RN","-1.27184064900713","Médio-baixa","-0.108444629034663","Desigualdade","-1.85945869052908","Baixa","-0.132171572662209","Desigualdade"
"2412302","São José do Campestre","RN","-1.48825617871326","Baixa","0.000655036282348985","Equidade","-1.83332851991575","Baixa","0.436810025953857","Situações atípicas"
"2412401","São José do Seridó","RN","-0.698051052736948","Média","-0.762461460505863","Desigualdade alta","-0.862091590838344","Média","-0.708062683981811","Desigualdade alta"
"2412500","São Miguel","RN","-0.512821446202546","Médio-alta","-0.695930552431774","Desigualdade alta","-0.694167497211554","Média","-0.976070537942959","Desigualdade extrema"
"2412559","São Miguel do Gostoso","RN","-0.925190932653939","Média","0.000936512594034273","Equidade","-0.961062250266494","Média","-0.49688036776823","Desigualdade"
"2412609","São Paulo do Potengi","RN","-1.44342015132317","Baixa","-0.388624734546015","Desigualdade","-1.67856497269766","Baixa","-0.621571845069414","Desigualdade alta"
"2412708","São Pedro","RN","-1.05624867613949","Média","0.506249952211712","Situações atípicas","-1.69345062119885","Baixa","0.00161022242369024","Situações atípicas"
"2412807","São Rafael","RN","-1.00109212741594","Média","-0.00010570677920111","Equidade","-1.44036790430325","Baixa","0.000242675407861257","Equidade"
"2412906","São Tomé","RN","-1.21858095082902","Médio-baixa","-0.694658889864984","Desigualdade alta","-1.49352641234575","Baixa","-0.696887795773402","Desigualdade alta"
"2413003","São Vicente","RN","-1.11491672044768","Médio-baixa","-1.00671101969068","Desigualdade extrema","-1.54193824658509","Baixa","-0.76788926744098","Desigualdade alta"
"2413102","Senador Elói de Souza","RN","-1.67341522612221","Baixa","-0.848821499561839","Desigualdade alta","-2.29639874537627","Baixa","-0.000481559209256853","Equidade"
"2413201","Senador Georgino Avelino","RN","-1.23924481799477","Médio-baixa","-1.02181345601487","Desigualdade extrema","-1.60267378754369","Baixa","-0.000880884516690483","Equidade"
"2413300","Serra de São Bento","RN","-1.49603688496738","Baixa","0.684722400899411","Situações atípicas","-1.50233111562182","Baixa","-0.449549258506563","Desigualdade"
"2413359","Serra do Mel","RN","-1.38933733545688","Baixa","-0.543024401457294","Desigualdade alta","-1.52649773703977","Baixa","-0.00240183162944055","Desigualdade"
"2413409","Serra Negra do Norte","RN","-0.949015056941654","Média","-0.497370995801012","Desigualdade","-1.51475990621358","Baixa","-0.493893227707495","Desigualdade"
"2413508","Serrinha","RN","-1.04996650170328","Média","-0.647119863512244","Desigualdade alta","-1.20881167531129","Médio-baixa","-0.494498956683015","Desigualdade"
"2413557","Serrinha dos Pintos","RN","-0.801543328778524","Média","-0.00290797743022329","Desigualdade","-1.16684358064917","Médio-baixa","-0.997984306759091","Desigualdade extrema"
"2413607","Severiano Melo","RN","-0.963281586838943","Média","-0.582281469647208","Desigualdade alta","-1.38719404648601","Baixa","-0.944264388916675","Desigualdade extrema"
"2413706","Sítio Novo","RN","-1.11116550492797","Médio-baixa","-0.00263908948536298","Desigualdade","-1.59068981510408","Baixa","-0.000925142016430884","Equidade"
"2413805","Taboleiro Grande","RN","-1.04394781889966","Média","-0.722802011032152","Desigualdade alta","-1.51748178334636","Baixa","-0.894480231729847","Desigualdade alta"
"2413904","Taipu","RN","-1.37384158893388","Baixa","-0.00118687786681757","Equidade","-1.81870694478729","Baixa","-1.01858518815855","Desigualdade extrema"
"2414001","Tangará","RN","-1.05061711404631","Média","-0.56810617149432","Desigualdade alta","-1.64186445490172","Baixa","-0.500489622516312","Desigualdade"
"2414100","Tenente Ananias","RN","-1.05684355951089","Média","-0.434291430707805","Desigualdade","-1.28406588022283","Médio-baixa","-0.00140499858077819","Equidade"
"2414159","Tenente Laurentino Cruz","RN","-1.34720500056077","Médio-baixa","-0.659227029646259","Desigualdade alta","-1.39501011935895","Baixa","-1.00138459861763","Desigualdade extrema"
"2414209","Tibau do Sul","RN","-1.20905073220875","Médio-baixa","-0.00134911882935317","Equidade","-1.66841207783261","Baixa","-0.0000120418524800942","Equidade"
"2414308","Timbaúba dos Batistas","RN","-1.09489995146251","Médio-baixa","-0.920529790101937","Desigualdade extrema","-1.59287643953697","Baixa","-0.00257122172819017","Desigualdade"
"2414407","Touros","RN","-1.37144066921352","Baixa","-0.248576655371587","Desigualdade","-1.72487885055734","Baixa","-0.210459396311255","Desigualdade"
"2414456","Triunfo Potiguar","RN","-1.41367113876687","Baixa","0.000746278475316377","Equidade","-1.78867216343424","Baixa","0.00000807163685512914","Equidade"
"2414506","Umarizal","RN","-1.12885996840431","Médio-baixa","-0.538753495151552","Desigualdade","-1.59078581731984","Baixa","-0.599985835325281","Desigualdade alta"
"2414605","Upanema","RN","-0.800201694555697","Média","-0.953318165800234","Desigualdade extrema","-1.20142240995347","Médio-baixa","-0.655984688885905","Desigualdade alta"
"2414704","Várzea","RN","-2.27761371435416","Baixa","0.00116918095614979","Equidade","-2.30574934912573","Baixa","-0.00197754919390995","Desigualdade"
"2414753","Venha-Ver","RN","-1.2575448441816","Médio-baixa","-0.00206858201579682","Desigualdade","-1.21593776996305","Médio-baixa","-0.640055859944831","Desigualdade alta"
"2414803","Vera Cruz","RN","-1.2214798210785","Médio-baixa","-0.540473124112737","Desigualdade alta","-1.60722731047337","Baixa","-0.615846315207996","Desigualdade alta"
"2414902","Viçosa","RN","-1.46553661346517","Baixa","1.00770270261736","Situações atípicas","-1.53613232881449","Baixa","-0.00169898183601385","Desigualdade"
"2415008","Vila Flor","RN","-1.60763274690583","Baixa","0.545460425717974","Situações atípicas","-2.03746281254101","Baixa","-0.000665645962774423","Equidade"
"2500106","Água Branca","PB","-0.517010661374742","Médio-alta","-0.534427608063087","Desigualdade","-0.604139687205283","Média","-0.602356497879928","Desigualdade alta"
"2500205","Aguiar","PB","-1.79957838343445","Baixa","-0.00423648807303804","Desigualdade","-1.61178387901686","Baixa","-0.568349137511218","Desigualdade alta"
"2500304","Alagoa Grande","PB","-0.801095642793674","Média","-0.18217824352893","Desigualdade","-1.07564218491996","Médio-baixa","-0.00145000638848093","Equidade"
"2500403","Alagoa Nova","PB","-0.78533947603745","Média","-0.00363267024521883","Desigualdade","-1.22089074708015","Médio-baixa","-0.734458666081068","Desigualdade alta"
"2500502","Alagoinha","PB","-0.98434839521764","Média","0.00256848448856158","Situações atípicas","-1.5008198797086","Baixa","-0.0000601792285547437","Equidade"
"2500536","Alcantil","PB","-1.030454717154","Média","0.000165687755663125","Equidade","-1.42720793429108","Baixa","-0.0000160883791772753","Equidade"
"2500577","Algodão de Jandaíra","PB","-1.25182173224406","Médio-baixa","-0.780614004598213","Desigualdade alta","-1.93270369531027","Baixa","-0.00210759240365788","Desigualdade"
"2500601","Alhandra","PB","-1.63855250287057","Baixa","-0.231141482613741","Desigualdade","-1.90085969815306","Baixa","0.2451303234387","Situações atípicas"
"2500700","São João do Rio do Peixe","PB","-0.835978525712418","Média","-0.608859048608395","Desigualdade alta","-1.36862466316748","Baixa","-0.00014625573626597","Equidade"
"2500734","Amparo","PB","-1.44188336501228","Baixa","-0.769186665216274","Desigualdade alta","-1.31013230702701","Médio-baixa","-1.10005654976201","Desigualdade extrema"
"2500775","Aparecida","PB","-1.04891981464623","Média","-0.00124419300014549","Equidade","-1.46825459507804","Baixa","-0.00123117204024763","Equidade"
"2500809","Araçagi","PB","-1.35184729116277","Médio-baixa","-0.514815369362773","Desigualdade","-1.79293617143114","Baixa","-0.000232197752610659","Equidade"
"2500908","Arara","PB","-0.714767118893136","Média","-0.00058975706093326","Equidade","-1.12594246121888","Médio-baixa","-0.872746980265666","Desigualdade alta"
"2501005","Araruna","PB","-1.51332355371383","Baixa","-0.48294672991162","Desigualdade","-1.56515130746399","Baixa","-0.395067228374502","Desigualdade"
"2501104","Areia","PB","-1.46921936624083","Baixa","-0.000594640510572906","Equidade","-1.71518455557483","Baixa","-0.000969712240741322","Equidade"
"2501153","Areia de Baraúnas","PB","-1.75230709138659","Baixa","0.654340347302253","Situações atípicas","-2.21136794713104","Baixa","-0.766391637302729","Desigualdade alta"
"2501203","Areial","PB","-0.672084982602067","Média","-0.785717009957952","Desigualdade alta","-0.945954269661177","Média","-0.753024476932267","Desigualdade alta"
"2501302","Aroeiras","PB","-1.17383812760218","Médio-baixa","-0.300162935900682","Desigualdade","-1.75039815191584","Baixa","-0.00147292325026661","Equidade"
"2501351","Assunção","PB","-0.86563896246621","Média","0.000967797089536798","Equidade","-1.09380921016846","Médio-baixa","0.000321584826802235","Equidade"
"2501401","Baía da Traição","PB","-1.09035204784266","Médio-baixa","0.0027409616419087","Situações atípicas","-1.50571976756531","Baixa","-0.672249802870946","Desigualdade alta"
"2501500","Bananeiras","PB","-1.01703587420866","Média","-0.474258821473066","Desigualdade","-1.46202294634891","Baixa","-0.0000733908924110851","Equidade"
"2501534","Baraúna","PB","-0.641464266235502","Média","-0.00491883933687953","Desigualdade","-0.765566978359222","Média","0.0000963736007508531","Equidade"
"2501575","Barra de Santana","PB","-0.989913808289156","Média","-0.70160311599102","Desigualdade alta","-1.21471125455598","Médio-baixa","-0.597648313790366","Desigualdade alta"
"2501609","Barra de Santa Rosa","PB","-0.921134713245117","Média","-0.669212563056952","Desigualdade alta","-1.01529515974867","Média","0.624519651322899","Situações atípicas"
"2501708","Barra de São Miguel","PB","-1.00685116910936","Média","-0.738914930573155","Desigualdade alta","-1.15137783583082","Médio-baixa","-0.000152895470335165","Equidade"
"2501807","Bayeux","PB","-0.9905714978084","Média","-0.0808032039166597","Desigualdade","-1.48672947372969","Baixa","0.0000841322424985092","Equidade"
"2501906","Belém","PB","-1.13481208709231","Médio-baixa","-1.02006910022198","Desigualdade extrema","-1.53855380030451","Baixa","-0.832804289685887","Desigualdade alta"
"2502003","Belém do Brejo do Cruz","PB","-1.10469097820572","Médio-baixa","-0.630159097595302","Desigualdade alta","-1.48602950477201","Baixa","-0.000868804690977814","Equidade"
"2502052","Bernardino Batista","PB","-1.05858286708098","Média","-0.787195585395879","Desigualdade alta","-1.30369358304784","Médio-baixa","-0.000896834124184459","Equidade"
"2502102","Boa Ventura","PB","-1.7741646360448","Baixa","-0.723176579646514","Desigualdade alta","-2.00382922289845","Baixa","-0.00215787290097052","Desigualdade"
"2502151","Boa Vista","PB","-0.450475503367087","Médio-alta","0.00000144308554165252","Equidade","-0.351981397504698","Médio-alta","0.544987220259365","Situações atípicas"
"2502201","Bom Jesus","PB","-1.07571306925423","Médio-baixa","0.00056465595328112","Equidade","-1.88274269876381","Baixa","-0.000918973968600314","Equidade"
"2502300","Bom Sucesso","PB","-1.10026308738104","Médio-baixa","0.622263155377348","Situações atípicas","-1.5720037336629","Baixa","0.000779572376828134","Equidade"
"2502409","Bonito de Santa Fé","PB","-1.04647257263329","Média","0.000115039833959484","Equidade","-1.51622189279182","Baixa","-0.00365459569833397","Desigualdade"
"2502508","Boqueirão","PB","-1.04205020213102","Média","0.881419075966502","Situações atípicas","-1.40646420969029","Baixa","0.535893740974282","Situações atípicas"
"2502607","Igaracy","PB","-1.24166431196072","Médio-baixa","-0.604587406735269","Desigualdade alta","-1.66294545866276","Baixa","-0.599179542951964","Desigualdade alta"
"2502706","Borborema","PB","-1.60186327386559","Baixa","-0.00069843881216585","Equidade","-1.76732883401887","Baixa","0.000726486662476793","Equidade"
"2502805","Brejo do Cruz","PB","-0.879481592820479","Média","-0.9815429039025","Desigualdade extrema","-1.06553018632834","Média","-0.562147849685223","Desigualdade alta"
"2502904","Brejo dos Santos","PB","-1.12761742272665","Médio-baixa","-0.692664103796033","Desigualdade alta","-1.92180446887808","Baixa","-0.72740800152079","Desigualdade alta"
"2503001","Caaporã","PB","-1.44143629675104","Baixa","0.111759423693685","Situações atípicas","-2.02325789527077","Baixa","0.0471174117591762","Situações atípicas"
"2503100","Cabaceiras","PB","-0.467401220094511","Médio-alta","-0.606212196045517","Desigualdade alta","-0.536821481234826","Médio-alta","-1.20578074185782","Desigualdade extrema"
"2503209","Cabedelo","PB","-0.830329333908151","Média","-0.129049040637138","Desigualdade","-1.14590744325523","Médio-baixa","-0.00102136540085436","Equidade"
"2503308","Cachoeira dos Índios","PB","-1.27127054783559","Médio-baixa","-0.562859276506686","Desigualdade alta","-1.73681416570499","Baixa","0.791016116020633","Situações atípicas"
"2503407","Cacimba de Areia","PB","-1.47031193387309","Baixa","0.000160194222701652","Equidade","-1.72806911803753","Baixa","0.0000271747019973811","Equidade"
"2503506","Cacimba de Dentro","PB","-1.13696353968507","Médio-baixa","0.000601509319489421","Equidade","-1.41135133470345","Baixa","0.479896144908537","Situações atípicas"
"2503555","Cacimbas","PB","-1.54375395194762","Baixa","0.674992972576187","Situações atípicas","-1.75101896495298","Baixa","-0.36338117529659","Desigualdade"
"2503605","Caiçara","PB","-1.18600581165107","Médio-baixa","-0.00185943418253555","Desigualdade","-1.55722579318596","Baixa","-0.00177167013904052","Desigualdade"
"2503704","Cajazeiras","PB","-0.762058930409058","Média","-0.224920908979062","Desigualdade","-1.16565599099832","Médio-baixa","-0.206987048688089","Desigualdade"
"2503753","Cajazeirinhas","PB","-0.903400773260083","Média","-0.0141744972917504","Desigualdade","-1.01642881316745","Média","-0.00370047511295204","Desigualdade"
"2503803","Caldas Brandão","PB","-1.43327782176599","Baixa","-0.00274502434660718","Desigualdade","-1.82395904575512","Baixa","-0.624929373332197","Desigualdade alta"
"2503902","Camalaú","PB","-0.698134575036425","Média","-1.11715618258821","Desigualdade extrema","-0.769432420497848","Média","-0.729484023620322","Desigualdade alta"
"2504009","Campina Grande","PB","-0.674054179732066","Média","-0.0305051201498544","Desigualdade","-0.988046892327766","Média","-0.0238952344508944","Desigualdade"
"2504033","Capim","PB","-1.63872487423138","Baixa","-0.0026425242154303","Desigualdade","-2.00623942053284","Baixa","0.000176559593259004","Equidade"
